vehicle_id,priority_rank,mark,model,generation,restyling,body_type,year_from,year_to,origin_category,vehicle_type_category,ads_count,avg_price_inflation_adj,avg_age,score_origin,score_type,score_ads,score_price,score_age,priority_score,has_real_metrics,ready_for_3d_search,length_mm,width_mm,height_mm,wheelbase_mm,ground_clearance_mm,dimensions_source_url,model_3d_status,model_3d_source,model_file_path,format,scale_check_status,materials_editable,data_quality_note
nissan_avenir_g2_r1_universal,1890,nissan,Avenir,2,1,универсал,2000,2005,локализованные,легковые,11062.0,245925.11463388178,23.5,0.6,1.0,0.03943545483389125,0.0020786810777818393,0.787037037037037,0.4688743695738438,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_forte_g1_r0_sedan,1891,kia,Forte,1,0,седан,2008,2013,локализованные,легковые,1897.0,825888.5496678968,15.5,0.6,1.0,0.006762706365927653,0.006980819763394841,0.8611111111111112,0.46884891066710227,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_etios_g1_r0_xetchbek 5 dv,1892,toyota,Etios,1,0,хэтчбек 5 дв.,2010,2016,локализованные,легковые,3.0,324800.00000000006,13.0,0.6,1.0,1.0694844015700032e-05,0.0027453707404738706,0.8842592592592593,0.46884040524800097,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_safrane_g2_r1_sedan,1893,renault,Safrane,2,1,седан,2010,2016,локализованные,легковые,231.0,154045.72121212122,13.0,0.6,1.0,0.0008235029892089023,0.001302070861179041,0.8842592592592593,0.46882711230240504,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_laguna_g3_r0_liftbek,1894,renault,Laguna,3,0,лифтбек,2007,2010,локализованные,легковые,4623.0,339358.42017737404,17.5,0.6,1.0,0.016480754628193747,0.002868425730567734,0.8425925925925926,0.46880971177589287,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_laguna_g3_r0_universal,1895,renault,Laguna,3,0,универсал,2007,2010,локализованные,легковые,4623.0,339358.42017737404,17.5,0.6,1.0,0.016480754628193747,0.002868425730567734,0.8425925925925926,0.46880971177589287,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_genesis_g1_r0_sedan,1896,hyundai,Genesis,1,0,седан,2008,2012,локализованные,легковые,1561.0,1663980.7103139013,16.375,0.6,1.0,0.00556488383616925,0.014064790501258348,0.8530092592592593,0.468801865460157,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_twingo_g2_r1_xetchbek 3 dv,1897,renault,Twingo,2,1,хэтчбек 3 дв.,2012,2014,локализованные,легковые,132.0,201060.3551515152,13.0,0.6,1.0,0.0004705731366908014,0.0016994618722360054,0.8842592592592593,0.468798488490934,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_vanguard_g1_r0_dzhip suv 5 dv,1898,toyota,Vanguard,1,0,джип/suv 5 дв.,2007,2010,локализованные,легковые,3267.0,1278308.6434282218,17.5,0.6,1.0,0.011646685133097334,0.0108048988514861,0.8425925925925926,0.4687916653702565,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_jetta_g1_r0_sedan,1899,volkswagen,Jetta,1,0,седан,1979,1984,локализованные,легковые,32005.0,794607.9920762382,44.5,0.6,1.0,0.11409616090749317,0.0067164209716527,0.5925925925925926,0.46879076263188046,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_jetta_g1_r0_kupe,1900,volkswagen,Jetta,1,0,купе,1979,1984,локализованные,легковые,32005.0,794607.9920762382,44.5,0.6,1.0,0.11409616090749317,0.0067164209716527,0.5925925925925926,0.46879076263188046,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_porte_g1_r1_xetchbek 3 dv,1901,toyota,Porte,1,1,хэтчбек 3 дв.,2005,2012,локализованные,легковые,4235.0,589086.2140826447,17.5,0.6,1.0,0.01509755480216321,0.004979248940144763,0.8425925925925926,0.4687805353008218,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_armada_g1_r1_dzhip suv 5 dv,1902,nissan,Armada,1,1,джип/suv 5 дв.,2007,2016,локализованные,легковые,473.0,1030400.016575053,14.5,0.6,1.0,0.0016862204064753716,0.008709452144362504,0.8703703703703703,0.46876500996031023,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_crown_g2_r0_sedan,1903,toyota,Crown,2,0,седан,1962,1967,локализованные,легковые,50051.0,764244.583110827,61.86363636363637,0.6,1.0,0.17842921260993408,0.00645977437511735,0.43181818181818177,0.46875808749056935,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_magentis_g2_r1_sedan,1904,kia,Magentis,2,1,седан,2009,2010,локализованные,легковые,3399.0,425130.541406296,16.5,0.6,1.0,0.012117258269788135,0.003593414252643658,0.8518518518518519,0.4687535118905288,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_corona_g4_r1_kupe,1905,toyota,Corona,4,1,купе,1971,1972,локализованные,легковые,43217.0,182237.02314552144,54.5,0.6,1.0,0.1540663579421694,0.0015403577314494273,0.5,0.4687476431452598,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_corona_g4_r1_sedan,1906,toyota,Corona,4,1,седан,1971,1972,локализованные,легковые,43217.0,182237.02314552144,54.5,0.6,1.0,0.1540663579421694,0.0015403577314494273,0.5,0.4687476431452598,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_avalon_g3_r2_sedan,1907,toyota,Avalon,3,2,седан,2010,2012,локализованные,легковые,798.0,1120141.58877193,15.0,0.6,1.0,0.0028448285081762083,0.009467992435352126,0.8657407407407407,0.46870548006642093,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_windom_g3_r1_sedan,1908,toyota,Windom,3,1,седан,2004,2006,локализованные,легковые,8002.0,389454.6027893027,21.0,0.6,1.0,0.028526713937877216,0.00329186351982951,0.8101851851851851,0.46864397653096224,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_i20_g1_r0_xetchbek 3 dv,1909,hyundai,i20,1,0,хэтчбек 3 дв.,2008,2012,локализованные,легковые,2603.0,529255.2934921245,16.0,0.6,1.0,0.009279559657622394,0.0044735283158688095,0.8564814814814815,0.46863906730993404,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_i20_g1_r0_xetchbek 5 dv,1910,hyundai,i20,1,0,хэтчбек 5 дв.,2008,2012,локализованные,легковые,2603.0,529255.2934921245,16.0,0.6,1.0,0.009279559657622394,0.0044735283158688095,0.8564814814814815,0.46863906730993404,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_verso s_g1_r0_xetchbek 5 dv,1911,toyota,Verso-S,1,0,хэтчбек 5 дв.,2010,2014,локализованные,легковые,26.0,837587.6923076924,14.0,0.6,1.0,9.268864813606693e-05,0.007079706721190177,0.875,0.4685851281702126,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
skoda_superb_g1_r0_sedan,1912,skoda,Superb,1,0,седан,2001,2006,локализованные,легковые,8469.0,1107997.6528421303,22.5,0.6,1.0,0.03019154465632119,0.009365345863997872,0.7962962962962963,0.4685823176733096,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_iq_g1_r0_xetchbek 3 dv,1913,toyota,iQ,1,0,хэтчбек 3 дв.,2008,2016,локализованные,легковые,716.0,539459.7897206704,14.26530612244898,0.6,1.0,0.002552502771747074,0.004559781780669073,0.8725434618291761,0.4685764391429547,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_maxima_g6_r0_sedan,1914,nissan,Maxima,6,0,седан,2003,2006,локализованные,легковые,8537.0,280278.96409511537,21.5,0.6,1.0,0.030433961120677054,0.0023690568571337932,0.8055555555555556,0.46851940436429484,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_crown majesta_g4_r1_sedan,1915,toyota,Crown Majesta,4,1,седан,2006,2009,локализованные,легковые,4925.0,615412.5094010154,18.5,0.6,1.0,0.017557368925774218,0.00520177184923383,0.8333333333333334,0.46850294134216197,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_ix55_g1_r0_dzhip suv 5 dv,1916,hyundai,ix55,1,0,джип/suv 5 дв.,2006,2013,локализованные,легковые,1498.0,1190760.8246728973,16.03846153846154,0.6,1.0,0.005340292111839549,0.01006490125295415,0.8561253561253561,0.4684573438284386,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_laurel_g8_r0_sedan,1917,nissan,Laurel,8,0,седан,1997,1999,локализованные,легковые,15255.0,249138.5471307768,28.0,0.6,1.0,0.05438328181983466,0.0021058426035006307,0.7453703703703703,0.46844873388252084,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_land cruiser_g10_r0_dzhip suv 5 dv,1918,toyota,Land Cruiser,10,0,джип/suv 5 дв.,1998,2002,локализованные,легковые,9388.0,2908504.3581934385,26.0,0.6,1.0,0.03346773187313063,0.02458412180888238,0.7638888888888888,0.4684434401285039,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_i10_g1_r1_xetchbek 5 dv,1919,hyundai,i10,1,1,хэтчбек 5 дв.,2011,2013,локализованные,легковые,137.0,643001.6467153286,14.0,0.6,1.0,0.0004883978767169681,0.005434968925396488,0.875,0.46843734480798876,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_k2_g1_r0_sedan,1920,kia,K2,1,0,седан,2011,2015,локализованные,легковые,0.0,0.0,13.0,0.6,1.0,0.0,0.0,0.8842592592592593,0.4684259259259259,False,False,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_vista ardeo_g1_r1_universal,1921,toyota,Vista Ardeo,1,1,универсал,2000,2003,локализованные,легковые,11301.0,400540.8680718521,24.5,0.6,1.0,0.04028747740714202,0.0033855701341393694,0.7777777777777778,0.4683574826496842,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_kluger v_g1_r1_dzhip suv 5 dv,1922,toyota,Kluger V,1,1,джип/suv 5 дв.,2003,2007,локализованные,легковые,7024.0,832662.1310478362,21.0,0.6,1.0,0.025040194788759004,0.0070380734337418364,0.8101851851851851,0.46833427823076956,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_cerato koup_g1_r0_kupe,1923,kia,Cerato Koup,1,0,купе,2008,2013,локализованные,легковые,1375.0,784269.7961890909,15.5,0.6,1.0,0.0049018035071958475,0.006629037411006575,0.8611111111111112,0.46833091759956114,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_grandeur_g4_r1_sedan,1924,hyundai,Grandeur,4,1,седан,2009,2011,локализованные,легковые,1343.0,1144266.4086969472,16.0,0.6,1.0,0.00478772517102838,0.009671907382215867,0.8564814814814815,0.46829586554823766,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_corona_g4_r0_universal,1925,toyota,Corona,4,0,универсал,1970,1972,локализованные,легковые,43217.0,182237.02314552144,55.0,0.6,1.0,0.1540663579421694,0.0015403577314494273,0.49537037037037035,0.46828468018229685,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_raum_g1_r0_universal,1926,toyota,Raum,1,0,универсал,1997,1999,локализованные,легковые,14761.0,351782.4845904749,28.0,0.6,1.0,0.052622197505249386,0.002973440086840794,0.7453703703703703,0.4681386024263755,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_altima_g4_r1_kupe,1927,nissan,Altima,4,1,купе,2009,2013,локализованные,легковые,535.0,839093.9534953272,15.0,0.6,1.0,0.0019072471827998388,0.0070924383880376024,0.8657407407407407,0.4681147516279797,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
skoda_rapid_g-1_r-1_kupe,1928,skoda,Rapid,-1,-1,купе,1984,1990,локализованные,легковые,25085.0,1088100.3805174408,39.0,0.6,1.0,0.08942672071127843,0.0091971642468321,0.6435185185185186,0.4680881066666963,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_corolla rumion_g1_r0_xetchbek 5 dv,1929,toyota,Corolla Rumion,1,0,хэтчбек 5 дв.,2007,2009,локализованные,легковые,3504.0,871018.1088127855,18.0,0.6,1.0,0.012491577810337636,0.007362277187061289,0.837962962962963,0.46802353232693994,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_hilux surf_g2_r1_dzhip suv 5 dv,1930,toyota,Hilux Surf,2,1,джип/suv 5 дв.,1991,1995,локализованные,легковые,19144.0,797391.8856916006,33.0,0.6,1.0,0.06824736461218713,0.006739951821641025,0.6990740740740741,0.46798024133370036,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_fluence z e_g1_r0_sedan,1931,renault,Fluence Z.E.,1,0,седан,2009,2014,локализованные,легковые,1.0,728000.0000000001,14.5,0.6,1.0,3.5649480052333435e-06,0.006153417176924192,0.8703703703703703,0.467960940850577,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_bb_g2_r0_xetchbek 5 dv,1932,toyota,bB,2,0,хэтчбек 5 дв.,2005,2008,локализованные,легковые,5430.0,523146.17806261516,19.5,0.6,1.0,0.019357667668417056,0.004421891041391123,0.8240740740740741,0.46791010798072036,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_micra_g3_r1_xetchbek 5 dv,1933,nissan,Micra,3,1,хэтчбек 5 дв.,2005,2007,локализованные,легковые,6133.0,387546.68569378776,20.0,0.6,1.0,0.021863826116096097,0.0032757368579782887,0.8194444444444444,0.4679017615021652,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_micra_g3_r1_xetchbek 3 dv,1934,nissan,Micra,3,1,хэтчбек 3 дв.,2005,2007,локализованные,легковые,6133.0,387546.68569378776,20.0,0.6,1.0,0.021863826116096097,0.0032757368579782887,0.8194444444444444,0.4679017615021652,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_wind_g1_r0_otkrytyi kuzov,1935,renault,Wind,1,0,открытый кузов,2010,2013,локализованные,легковые,11.0,668436.3636363636,14.5,0.6,1.0,3.921442805756678e-05,0.005649955771539485,0.8703703703703703,0.46789433400978236,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_cadenza_g1_r0_sedan,1936,kia,Cadenza,1,0,седан,2009,2012,локализованные,легковые,15.0,1391936.0000000002,15.5,0.6,1.0,5.347422007850015e-05,0.011765333642279056,0.8611111111111112,0.4678892797124726,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_golf_g1_r1_xetchbek 5 dv,1937,volkswagen,Golf,1,1,хэтчбек 5 дв.,1978,1980,локализованные,легковые,33931.0,552750.9474639711,47.0,0.6,1.0,0.12096225076557258,0.0046721252399531885,0.5694444444444444,0.4678858259218306,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_golf_g1_r1_xetchbek 3 dv,1938,volkswagen,Golf,1,1,хэтчбек 3 дв.,1978,1980,локализованные,легковые,33931.0,552750.9474639711,47.0,0.6,1.0,0.12096225076557258,0.0046721252399531885,0.5694444444444444,0.4678858259218306,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_vios_g2_r1_sedan,1939,toyota,Vios,2,1,седан,2010,2013,локализованные,легковые,41.0,636596.7726829269,14.5,0.6,1.0,0.00014616286821456708,0.005380831752474762,0.8703703703703703,0.4678807025169619,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_pulsar_g5_r1_xetchbek 3 dv,1940,nissan,Pulsar,5,1,хэтчбек 3 дв.,1997,2000,локализованные,легковые,14236.0,142343.3779039056,27.5,0.6,1.0,0.05075059980250188,0.001203156849746297,0.75,0.4678681234780874,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_pulsar_g5_r1_universal,1941,nissan,Pulsar,5,1,универсал,1997,2000,локализованные,легковые,14236.0,142343.3779039056,27.5,0.6,1.0,0.05075059980250188,0.001203156849746297,0.75,0.4678681234780874,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_pulsar_g5_r1_sedan,1942,nissan,Pulsar,5,1,седан,1997,2000,локализованные,легковые,14236.0,142343.3779039056,27.5,0.6,1.0,0.05075059980250188,0.001203156849746297,0.75,0.4678681234780874,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_corona_g4_r0_kupe,1943,toyota,Corona,4,0,купе,1970,1971,локализованные,легковые,43217.0,182237.02314552144,55.5,0.6,1.0,0.1540663579421694,0.0015403577314494273,0.4907407407407407,0.46782171721933385,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_corona_g4_r0_sedan,1944,toyota,Corona,4,0,седан,1970,1971,локализованные,легковые,43217.0,182237.02314552144,55.5,0.6,1.0,0.1540663579421694,0.0015403577314494273,0.4907407407407407,0.46782171721933385,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_otti_g2_r1_xetchbek 5 dv,1945,nissan,Otti,2,1,хэтчбек 5 дв.,2008,2013,локализованные,легковые,1402.0,359031.3964051356,15.5,0.6,1.0,0.004998057103337148,0.0030347114858440103,0.8611111111111112,0.467815832109822,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_opa_g1_r1_universal,1946,toyota,Opa,1,1,универсал,2002,2005,локализованные,легковые,8565.0,405980.55776765913,22.5,0.6,1.0,0.03053377966482359,0.0034315490901988704,0.7962962962962963,0.4677778069093653,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_fairlady z_g6_r0_otkrytyi kuzov,1947,nissan,Fairlady Z,6,0,открытый кузов,2009,2012,локализованные,легковые,391.0,1039133.4191304349,15.5,0.6,1.0,0.0013938946700462374,0.008783271195595032,0.8611111111111112,0.46777707545796193,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_sequoia_g1_r1_dzhip suv 5 dv,1948,toyota,Sequoia,1,1,джип/suv 5 дв.,2004,2007,локализованные,легковые,1513.0,3892314.599339062,20.5,0.6,1.0,0.005393766331918049,0.032899774057095856,0.8148148148148149,0.4677648891730254,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_matrix_g1_r1_xetchbek 5 dv,1949,hyundai,Matrix,1,1,хэтчбек 5 дв.,2005,2008,локализованные,легковые,5416.0,408898.06203840475,19.5,0.6,1.0,0.01930775839634379,0.0034562092837336997,0.8240740740740741,0.46775277839905344,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_fox_g3_r0_xetchbek 5 dv,1950,volkswagen,Fox,3,0,хэтчбек 5 дв.,2009,2014,локализованные,легковые,335.0,324222.7185671642,14.5,0.6,1.0,0.0011942575817531702,0.0027404912714014368,0.8703703703703703,0.4677466751231855,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_fox_g3_r0_xetchbek 3 dv,1951,volkswagen,Fox,3,0,хэтчбек 3 дв.,2009,2014,локализованные,легковые,335.0,324222.7185671642,14.5,0.6,1.0,0.0011942575817531702,0.0027404912714014368,0.8703703703703703,0.4677466751231855,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_sprinter_g4_r1_sedan,1952,toyota,Sprinter,4,1,седан,1981,1983,локализованные,легковые,31164.0,176990.75281221923,44.0,0.6,1.0,0.11109803963509192,0.001496013651801447,0.5972222222222222,0.4677211341787655,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_bluebird_g8_r0_sedan,1953,nissan,Bluebird,8,0,седан,1987,1991,локализованные,легковые,23880.0,169561.38801340034,37.0,0.6,1.0,0.08513095836497225,0.0014332169746494028,0.662037037037037,0.46770142584114416,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_veracruz_g1_r0_dzhip suv 5 dv,1954,hyundai,Veracruz,1,0,джип/suv 5 дв.,2006,2015,локализованные,легковые,389.0,1172404.8230334192,15.772727272727273,0.6,1.0,0.0013867647740357708,0.009909747220278308,0.8585858585858586,0.46769173913513656,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_celica_g7_r1_xetchbek 3 dv,1955,toyota,Celica,7,1,хэтчбек 3 дв.,2002,2006,локализованные,легковые,8340.0,445210.11290167866,22.4375,0.6,1.0,0.029731666363646086,0.0037631367528427858,0.796875,0.46768488710383793,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_altima_g4_r1_sedan,1956,nissan,Altima,4,1,седан,2009,2012,локализованные,легковые,535.0,839093.9534953272,15.5,0.6,1.0,0.0019072471827998388,0.0070924383880376024,0.8611111111111112,0.4676517886650168,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_urban cruiser_g1_r0_xetchbek 5 dv,1957,toyota,Urban Cruiser,1,0,хэтчбек 5 дв.,2008,2014,локализованные,легковые,181.0,717189.8218784531,15.0,0.6,1.0,0.0006452555889472352,0.00606204418827208,0.8657407407407407,0.46764469459955166,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_allex_g1_r0_xetchbek 5 dv,1958,toyota,Allex,1,0,хэтчбек 5 дв.,2001,2002,локализованные,легковые,10381.0,461232.0047471342,24.5,0.6,1.0,0.037007725242327344,0.0038985617315359833,0.7777777777777778,0.46761449334809,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_roox_g1_r0_xetchbek 5 dv,1959,nissan,Roox,1,0,хэтчбек 5 дв.,2009,2013,локализованные,легковые,297.0,579084.8565656566,15.0,0.6,1.0,0.0010587895575543032,0.004894712504516199,0.8657407407407407,0.4675729783391401,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_morning_g1_r2_xetchbek 5 dv,1960,kia,Morning,1,2,хэтчбек 5 дв.,2009,2011,локализованные,легковые,609.0,1068310.4331034485,16.0,0.6,1.0,0.0021710533351871064,0.009029889793057804,0.8564814814814815,0.4675453949509036,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_skyline_g8_r1_sedan,1961,nissan,Skyline,8,1,седан,1991,1993,локализованные,легковые,20166.0,444427.2414321135,34.0,0.6,1.0,0.07189074147353561,0.0037565195347821455,0.6898148148148149,0.46751764478008273,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_skyline_g8_r1_kupe,1962,nissan,Skyline,8,1,купе,1991,1993,локализованные,легковые,20166.0,444427.2414321135,34.0,0.6,1.0,0.07189074147353561,0.0037565195347821455,0.6898148148148149,0.46751764478008273,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_hd65_g1_r1_shassi,1963,hyundai,HD65,1,1,шасси,2006,2018,локализованные,легковые,0.0,0.0,14.0,0.6,1.0,0.0,0.0,0.875,0.4675,False,False,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_rogue_g1_r0_dzhip suv 5 dv,1964,nissan,Rogue,1,0,джип/suv 5 дв.,2007,2010,локализованные,легковые,632.0,2097025.9640506331,17.5,0.6,1.0,0.0022530471393074733,0.017725103829182937,0.8425925925925926,0.46748128661846355,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
volkswagen_golf plus_g5_r0_xetchbek 5 dv,1965,volkswagen,Golf Plus,5,0,хэтчбек 5 дв.,2004,2008,локализованные,легковые,5350.0,605719.917128972,20.0,0.6,1.0,0.01907247182799839,0.005119845250640816,0.8194444444444444,0.46748053918904015,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
hyundai_azera_g1_r1_sedan,1966,hyundai,Azera,1,1,седан,2009,2011,локализованные,легковые,6.0,1422400.0000000002,16.0,0.6,1.0,2.1389688031400064e-05,0.012022830484144192,0.8564814814814815,0.4674569201427776,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_blade_g1_r1_xetchbek 5 dv,1967,toyota,Blade,1,1,хэтчбек 5 дв.,2009,2012,локализованные,легковые,411.0,694840.2281265208,15.5,0.6,1.0,0.0014651936301509042,0.005873134333752275,0.8611111111111112,0.4673583796687117,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_fairlady z_g6_r0_xetchbek 3 dv,1968,nissan,Fairlady Z,6,0,хэтчбек 3 дв.,2008,2012,локализованные,легковые,391.0,1039133.4191304349,16.0,0.6,1.0,0.0013938946700462374,0.008783271195595032,0.8564814814814815,0.46731411249499893,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_pixo_g1_r0_xetchbek 5 dv,1969,nissan,Pixo,1,0,хэтчбек 5 дв.,2009,2013,локализованные,легковые,236.0,362776.6989830508,15.0,0.6,1.0,0.0008413277292350691,0.003066368641360112,0.8657407407407407,0.4672443613025869,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_sentra_g6_r0_sedan,1970,nissan,Sentra,6,0,седан,2006,2009,локализованные,легковые,3149.0,864028.9000444587,18.5,0.6,1.0,0.011226021268479798,0.00730320092705012,0.8333333333333334,0.46723531878951086,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_fuga_g1_r1_sedan,1971,nissan,Fuga,1,1,седан,2007,2009,локализованные,легковые,2654.0,837226.6694197438,18.0,0.6,1.0,0.009461372005889293,0.007076655176629785,0.837962962962963,0.46722313757426315,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_kix_g1_r0_dzhip suv 3 dv,1972,nissan,Kix,1,0,джип/suv 3 дв.,2008,2012,локализованные,легковые,956.0,543648.558828452,16.0,0.6,1.0,0.0034080902930030766,0.004595187335309173,0.8564814814814815,0.46718944882169533,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
toyota_hilux surf_g2_r1_dzhip suv 3 dv,1973,toyota,Hilux Surf,2,1,джип/suv 3 дв.,1991,1993,локализованные,легковые,19144.0,797391.8856916006,34.0,0.6,1.0,0.06824736461218713,0.006739951821641025,0.6898148148148149,0.4670543154077744,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
nissan_pathfinder_g2_r0_dzhip suv 5 dv,1974,nissan,Pathfinder,2,0,джип/suv 5 дв.,1995,1999,локализованные,легковые,13094.0,1178870.410398656,28.714285714285715,0.6,1.0,0.0466794291805254,0.009964397572410386,0.7387566137566137,0.4670401783066543,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
renault_clio_g3_r0_universal,1975,renault,Clio,3,0,универсал,2007,2009,локализованные,легковые,3002.0,341404.3014523651,18.0,0.6,1.0,0.010701973911710497,0.0028857185341109727,0.837962962962963,0.4669046475543406,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
kia_magentis_g2_r0_sedan,1976,kia,Magentis,2,0,седан,2006,2009,локализованные,легковые,3399.0,425130.541406296,18.5,0.6,1.0,0.012117258269788135,0.003593414252643658,0.8333333333333334,0.46690166003867695,True,True,,,,,,,нет,,,,,,Использованы реальные метрики из файла объявлений.
